2017年04月21 16:56:15.351 [main] INFO  o.s.t.c.support.DefaultTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
2017年04月21 23:39:46.787 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000261: Table found: gzlc.t_role
2017年04月21 23:39:46.788 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000037: Columns: [id, create_date, name, update_date, code]
2017年04月21 23:39:46.788 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000108: Foreign keys: []
2017年04月21 23:39:46.788 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000126: Indexes: [primary]
2017年04月21 23:39:47.222 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000261: Table found: gzlc.t_sys_category
2017年04月21 23:39:47.223 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000037: Columns: [id, create_date, name, update_date, code, short_name, parent_id]
2017年04月21 23:39:47.223 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000108: Foreign keys: [fk_ijn900idbp1s0noe5y055cyos]
2017年04月21 23:39:47.223 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000126: Indexes: [fk_ijn900idbp1s0noe5y055cyos, primary]
2017年04月21 23:39:47.652 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000261: Table found: gzlc.t_sys_deptment
2017年04月21 23:39:47.652 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000037: Columns: [id, create_date, manger, tel, name, update_date, code, short_name, parent_id]
2017年04月21 23:39:47.652 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000108: Foreign keys: [fk_1ifh6vy3otbxeo67qwi5yl01u]
2017年04月21 23:39:47.653 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000126: Indexes: [fk_1ifh6vy3otbxeo67qwi5yl01u, primary]
2017年04月21 23:39:48.095 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000261: Table found: gzlc.t_sys_item
2017年04月21 23:39:48.095 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000037: Columns: [id, category, model, create_date, name, state, imgcode, update_date, format, code]
2017年04月21 23:39:48.095 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000108: Foreign keys: [fk_srfl1q36ht5hxw4s46a28gpix]
2017年04月21 23:39:48.095 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000126: Indexes: [fk_srfl1q36ht5hxw4s46a28gpix, primary]
2017年04月21 23:39:48.516 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000261: Table found: gzlc.t_users
2017年04月21 23:39:48.516 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000037: Columns: [sex, remark, tel, password, id, username, create_date, email, chinesename, update_date, openid, deptment, salt]
2017年04月21 23:39:48.517 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000108: Foreign keys: [fk_ry2eqkowhm6616pbye9xsidg2]
2017年04月21 23:39:48.517 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000126: Indexes: [fk_ry2eqkowhm6616pbye9xsidg2, primary]
2017年04月21 23:39:49.236 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000261: Table found: gzlc.t_users_roles
2017年04月21 23:39:49.236 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000037: Columns: [t_users, roles]
2017年04月21 23:39:49.236 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000108: Foreign keys: [fk_45sc819m86wsbya32nkx6ltde, fk_34lo3jfq6sra2171lh3s03ay2]
2017年04月21 23:39:49.236 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000126: Indexes: [uk_45sc819m86wsbya32nkx6ltde, fk_45sc819m86wsbya32nkx6ltde, primary, fk_34lo3jfq6sra2171lh3s03ay2]
2017年04月21 23:39:50.221 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000261: Table found: gzlc.t_workflow_check
2017年04月21 23:39:50.227 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000037: Columns: [id, checkout_time, create_date, hours, update_date, check_date, type, check_time, user]
2017年04月21 23:39:50.233 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000108: Foreign keys: [fk_11fddq3a8lbewqn1rb3fsmy3s]
2017年04月21 23:39:50.233 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000126: Indexes: [fk_11fddq3a8lbewqn1rb3fsmy3s, primary]
2017年04月21 23:39:51.111 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000261: Table found: gzlc.t_workflow_dayoff
2017年04月21 23:39:51.116 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000037: Columns: [dateend, approve, reject, remark, hours, tel, state, creater, type, id, username, datefrom, create_date, chinesename, update_date, deptment]
2017年04月21 23:39:51.121 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000108: Foreign keys: [fk_c47ekev0vkmiwndklkp166nhw, fk_bm2np9n20j61kl10iq9nwmy5h]
2017年04月21 23:39:51.121 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000126: Indexes: [fk_c47ekev0vkmiwndklkp166nhw, primary, fk_bm2np9n20j61kl10iq9nwmy5h]
2017年04月21 23:39:51.682 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000261: Table found: gzlc.t_workflow_overtime
2017年04月21 23:39:51.682 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000037: Columns: [dateend, approve, reject, remark, hours, tel, state, creater, type, id, username, datefrom, create_date, chinesename, update_date, deptment]
2017年04月21 23:39:51.683 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000108: Foreign keys: [fk_gnxe24p5aksyuqtsxjtaq1s80, fk_k47jyrc24y0609bvyr6rg2mvv]
2017年04月21 23:39:51.683 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000126: Indexes: [primary, fk_gnxe24p5aksyuqtsxjtaq1s80, fk_k47jyrc24y0609bvyr6rg2mvv]
2017年04月21 23:39:52.255 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000261: Table found: gzlc.t_workflow_ship
2017年04月21 23:39:52.255 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000037: Columns: [id, project, approve, reject, create_date, remark, state, receive_name, update_date, creater, type, receive_date, receive_tel, receive_addr]
2017年04月21 23:39:52.255 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000108: Foreign keys: [fk_e1bm5pqhy8tgkaxnr31ovha9c, fk_k389wxael7q1egtewax7q0oeg]
2017年04月21 23:39:52.255 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000126: Indexes: [fk_e1bm5pqhy8tgkaxnr31ovha9c, primary, fk_k389wxael7q1egtewax7q0oeg]
2017年04月21 23:39:52.843 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000261: Table found: gzlc.t_workitem
2017年04月21 23:39:52.843 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000037: Columns: [id, files, title, end_date, approve, reject, create_date, remark, leader, state, begin_date, update_date, creater]
2017年04月21 23:39:52.843 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000108: Foreign keys: [fk_4wgyyrto3c88hh8sfr34sx8ow, fk_tenbrmilow3i21vash71uv5kd]
2017年04月21 23:39:52.843 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000126: Indexes: [fk_4wgyyrto3c88hh8sfr34sx8ow, primary, fk_tenbrmilow3i21vash71uv5kd]
2017年04月21 23:39:54.347 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000261: Table found: gzlc.t_workitem_applyusers
2017年04月21 23:39:54.352 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000037: Columns: [applyusers, t_workitem]
2017年04月21 23:39:54.355 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000108: Foreign keys: [fk_rufmda2ma97jxieqndak7wpbw, fk_383rceqkxhhb5bqka1041up6f]
2017年04月21 23:39:54.355 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000126: Indexes: [fk_rufmda2ma97jxieqndak7wpbw, primary, fk_383rceqkxhhb5bqka1041up6f, uk_383rceqkxhhb5bqka1041up6f]
2017年04月21 23:39:55.242 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000261: Table found: gzlc.t_workitem_handleusers
2017年04月21 23:39:55.246 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000037: Columns: [t_workitem, handleusers]
2017年04月21 23:39:55.251 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000108: Foreign keys: [fk_ismjaj9rmoevyc5kadh5ils5m, fk_17cj4e435kx5j75ilq75xovn4]
2017年04月21 23:39:55.251 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000126: Indexes: [fk_ismjaj9rmoevyc5kadh5ils5m, primary, fk_17cj4e435kx5j75ilq75xovn4, uk_ismjaj9rmoevyc5kadh5ils5m]
2017年04月21 23:39:56.030 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000261: Table found: gzlc.t_workitem_users
2017年04月21 23:39:56.031 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000037: Columns: [users, t_workitem]
2017年04月21 23:39:56.031 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000108: Foreign keys: [fk_k6wvxq8osavhyb4tptjavts2u, fk_cni3wss3hy09xpio920h092tl]
2017年04月21 23:39:56.031 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000126: Indexes: [fk_k6wvxq8osavhyb4tptjavts2u, primary, uk_cni3wss3hy09xpio920h092tl, fk_cni3wss3hy09xpio920h092tl]
2017年04月21 23:39:56.036 [main] INFO  org.hibernate.tool.hbm2ddl.SchemaUpdate - HHH000232: Schema update complete
2017年04月21 23:39:56.118 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'entityManagerFactory' of type [class org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017年04月21 23:39:56.133 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'entityManagerFactory' of type [class com.sun.proxy.$Proxy31] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017年04月21 23:39:56.161 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean '(inner bean)#59b3cbcd' of type [class com.sun.proxy.$Proxy32] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017年04月21 23:39:56.462 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'jpaMapppingContext' of type [class org.springframework.data.jpa.repository.config.JpaMetamodelMappingContextFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017年04月21 23:39:56.463 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'jpaMapppingContext' of type [class org.springframework.data.jpa.mapping.JpaMetamodelMappingContext] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017年04月21 23:39:56.849 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'userRepository' of type [class org.springframework.data.jpa.repository.support.JpaRepositoryFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017年04月21 23:39:56.862 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'userRepository' of type [class com.sun.proxy.$Proxy35] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017年04月21 23:39:56.937 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean '(inner bean)#10f4f853' of type [class org.springframework.beans.factory.config.PropertiesFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017年04月21 23:39:56.938 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean '(inner bean)#10f4f853' of type [class java.util.Properties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017年04月21 23:39:56.939 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean '(inner bean)#627d4f99' of type [class org.springframework.data.repository.core.support.PropertiesBasedNamedQueries] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017年04月21 23:39:56.940 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean '(inner bean)#3e7d948b' of type [class org.springframework.data.repository.query.ExtensionAwareEvaluationContextProvider] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017年04月21 23:39:56.947 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean '(inner bean)#26a351ba' of type [class com.sun.proxy.$Proxy32] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017年04月21 23:39:56.959 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'roleRepository' of type [class org.springframework.data.jpa.repository.support.JpaRepositoryFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017年04月21 23:39:56.960 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'roleRepository' of type [class com.sun.proxy.$Proxy39] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017年04月21 23:39:57.002 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'userService' of type [class com.pzy.jcook.sys.service.UserService] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017年04月21 23:39:57.029 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'transactionManager' of type [class org.springframework.orm.jpa.JpaTransactionManager] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017年04月21 23:39:57.040 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean '(inner bean)#6cc48749' of type [class org.springframework.transaction.interceptor.NameMatchTransactionAttributeSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017年04月21 23:39:57.042 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'txAdvice' of type [class org.springframework.transaction.interceptor.TransactionInterceptor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017年04月21 23:39:57.172 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'credentialsMatcher' of type [class com.pzy.jcook.sys.shiro.CustomCredentialsMatcher] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017年04月21 23:39:57.175 [main] INFO  org.apache.shiro.realm.AuthorizingRealm - No cache or cacheManager properties have been set.  Authorization cache cannot be obtained.
2017年04月21 23:39:57.176 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'myRealm' of type [class com.pzy.jcook.sys.shiro.MyRealm] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017年04月21 23:39:57.236 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sessionValidationScheduler' of type [class org.apache.shiro.session.mgt.quartz.QuartzSessionValidationScheduler] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017年04月21 23:39:57.252 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sessionIdGenerator' of type [class org.apache.shiro.session.mgt.eis.JavaUuidSessionIdGenerator] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017年04月21 23:39:57.253 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sessionDAO' of type [class org.apache.shiro.session.mgt.eis.EnterpriseCacheSessionDAO] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017年04月21 23:39:57.264 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sessionIdCookie' of type [class org.apache.shiro.web.servlet.SimpleCookie] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
